source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source
mesh	C538285	Cataract congenital Volkmann type	skos:exactMatch	doid	DOID:0110228	cataract 8 multiple types	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538322	Histiocytosis with joint contractures and sensorineural deafness	skos:exactMatch	doid	DOID:0111278	histiocytosis-lymphadenopathy plus syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538346	Naxos disease	skos:exactMatch	doid	DOID:0080551	Naxos disease	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538348	Nemaline myopathy 1	skos:exactMatch	doid	DOID:0110926	nemaline myopathy 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538351	Nemaline myopathy 4	skos:exactMatch	doid	DOID:0110932	nemaline myopathy 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538363	Retinal cone dystrophy 2	skos:exactMatch	doid	DOID:0111011	cone-rod dystrophy 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538375	Hyperinsulinemic hypoglycemia, familial, 6	skos:exactMatch	doid	DOID:0070217	familial hyperinsulinemic hypoglycemia 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538380	HHH syndrome	skos:exactMatch	doid	DOID:0050720	ornithine translocase deficiency	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538381	Hyperostosis-hyperphosphatemia syndrome	skos:exactMatch	doid	DOID:0111063	hyperphosphatemic familial tumoral calcinosis	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538385	Hyperprolinemia type 2	skos:exactMatch	doid	DOID:0080543	hyperprolinemia type 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538397	Nemaline myopathy 5	skos:exactMatch	doid	DOID:0110936	nemaline myopathy 5	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538398	Nemaline myopathy 6	skos:exactMatch	doid	DOID:0110935	nemaline myopathy 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538603	Ichthyosiform erythroderma, Brocq congenital, nonbullous form	skos:exactMatch	doid	DOID:0060710	autosomal recessive congenital ichthyosis 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538639	Sarcoma family syndrome of Li and Fraumeni	skos:exactMatch	doid	DOID:0111503	Li-Fraumeni syndrome 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C548081	Noonan Syndrome 2	skos:exactMatch	doid	DOID:0060580	Noonan syndrome 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C548082	Noonan Syndrome 4	skos:exactMatch	doid	DOID:0060582	Noonan syndrome 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C548083	Noonan Syndrome 5	skos:exactMatch	doid	DOID:0060583	Noonan syndrome 5	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C548084	Noonan Syndrome 6	skos:exactMatch	doid	DOID:0060584	Noonan syndrome 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562489	Lymphoid Interstitial Pneumonia	skos:exactMatch	doid	DOID:0050159	lymphoid interstitial pneumonia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562592	Xeroderma Pigmentosum, Complementation Group F	skos:exactMatch	doid	DOID:0110848	xeroderma pigmentosum group F	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562593	Xeroderma Pigmentosum, Complementation Group G	skos:exactMatch	doid	DOID:0110849	xeroderma pigmentosum group G	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562632	Cutis Laxa, Autosomal Recessive, Type IIA	skos:exactMatch	doid	DOID:0070134	autosomal recessive cutis laxa type IIA	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562638	Epidermolysis Bullosa With Congenital Localized Absence Of Skin And Deformity Of Nails	skos:exactMatch	doid	DOID:0111347	epidermolysis bullosa with congenital localized absence of skin and deformity of nails	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562704	Isolated Growth Hormone Deficiency, Type II	skos:exactMatch	doid	DOID:0060872	isolated growth hormone deficiency type II	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562717	Rh Deficiency Syndrome	skos:exactMatch	doid	DOID:0050641	Rh deficiency syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562719	Tn Syndrome	skos:exactMatch	doid	DOID:0080520	Tn polyagglutination syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562801	3-Methylglutaconic Aciduria, Type I	skos:exactMatch	doid	DOID:0110002	3-methylglutaconic aciduria type 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562841	Ovarian Germ Cell Cancer	skos:exactMatch	doid	DOID:2156	ovarian germ cell cancer	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562880	Amelogenesis Imperfecta, Type III	skos:exactMatch	doid	DOID:0110055	amelogenesis imperfecta type 3A	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562901	Nephrolithiasis, X-Linked Recessive, with Renal Failure	skos:exactMatch	doid	DOID:0111798	X-linked nephrolithiasis type I	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562902	Oligosynaptic Infertility	skos:exactMatch	doid	DOID:0070188	spermatogenic failure 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562907	Twenty-Nail Dystrophy	skos:exactMatch	doid	DOID:0080079	nonsyndromic congenital nail disorder 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562950	Cleft Soft Palate	skos:exactMatch	doid	DOID:0110214	cleft soft palate	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C562968	Spondyloepimetaphyseal Dysplasia With Joint Laxity	skos:exactMatch	doid	DOID:0112197	spondyloepimetaphyseal dysplasia with joint laxity	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C563008	Glycogen Storage Disease IXB	skos:exactMatch	doid	DOID:0111041	glycogen storage disease IXb	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563032	Preterm Premature Rupture of the Membranes	skos:exactMatch	doid	DOID:0111144	preterm premature rupture of the membranes	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563034	Basal Laminar Drusen	skos:exactMatch	doid	DOID:0060746	basal laminar drusen	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563039	Coumarin Resistance	skos:exactMatch	doid	DOID:0080665	warfarin resistance	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563050	Alpha-Thalassemia Mental Retardation Syndrome, Deletion-Type	skos:exactMatch	doid	DOID:0110029	alpha thalassemia-intellectual disability syndrome type 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563218	Brachyolmia Type 2	skos:exactMatch	doid	DOID:0111553	spondyloepiphyseal dysplasia Maroteaux type	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563261	Renal Adysplasia	skos:exactMatch	doid	DOID:14766	renal agenesis	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563295	Deafness, Autosomal Dominant 12	skos:exactMatch	doid	DOID:0110544	autosomal dominant nonsyndromic deafness 12	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563306	Cardiomyopathy, Dilated, 1D	skos:exactMatch	doid	DOID:0110426	dilated cardiomyopathy 1D	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563310	Inflammatory Bowel Disease 2	skos:exactMatch	doid	DOID:0110900	inflammatory bowel disease 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563311	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, NK Cell-Positive	skos:exactMatch	doid	DOID:0090013	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563320	Retinitis Pigmentosa 18	skos:exactMatch	doid	DOID:0110356	retinitis pigmentosa 18	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563326	Diabetes Mellitus, Insulin-Dependent, 12	skos:exactMatch	doid	DOID:0110751	type 1 diabetes mellitus 12	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563327	Deafness, Autosomal Recessive 12	skos:exactMatch	doid	DOID:0110467	autosomal recessive nonsyndromic deafness 12	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563352	Diabetes Mellitus, Insulin-Dependent, 13	skos:exactMatch	doid	DOID:0110752	type 1 diabetes mellitus 13	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563353	Deafness, Autosomal Dominant 11	skos:exactMatch	doid	DOID:0110543	autosomal dominant nonsyndromic deafness 11	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563354	Deafness, Autosomal Dominant 10	skos:exactMatch	doid	DOID:0110542	autosomal dominant nonsyndromic deafness 10	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563365	Polyposis Syndrome, Hereditary Mixed, 1	skos:exactMatch	doid	DOID:0111685	hereditary mixed polyposis syndrome 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563371	Diabetes Mellitus, Insulin-Dependent, 11	skos:exactMatch	doid	DOID:0110750	type 1 diabetes mellitus 11	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563396	Deafness, Autosomal Recessive 9	skos:exactMatch	doid	DOID:0110535	autosomal recessive nonsyndromic deafness 9	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563399	Epilepsy, Myoclonic, Benign Adult Familial, Type 1	skos:exactMatch	doid	DOID:0111690	familial adult myoclonic epilepsy 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563401	Choreoathetosis-Spasticity, Episodic	skos:exactMatch	doid	DOID:0090044	dystonia 9	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563409	Arrhythmogenic Right Ventricular Dysplasia, Familial, 2	skos:exactMatch	doid	DOID:0110071	arrhythmogenic right ventricular dysplasia 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563410	Deafness, Autosomal Dominant 5	skos:exactMatch	doid	DOID:0110575	autosomal dominant nonsyndromic deafness 5	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563412	Juvenile Polyposis with Hereditary Hemorrhagic Telangiectasia	skos:exactMatch	doid	DOID:0111543	juvenile polyposis-hereditary hemorrhagic telangiectasia syndrome	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C563415	Cone-Rod Dystrophy 5	skos:exactMatch	doid	DOID:0111010	cone-rod dystrophy 5	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563417	Deafness, Autosomal Recessive 7	skos:exactMatch	doid	DOID:0110520	autosomal recessive nonsyndromic deafness 7	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563421	Deafness, Autosomal Dominant 6	skos:exactMatch	doid	DOID:0110584	autosomal dominant nonsyndromic deafness 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563425	Diabetes Mellitus, Permanent Neonatal	skos:exactMatch	doid	DOID:0060639	permanent neonatal diabetes mellitus	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C563428	Long Qt Syndrome 4	skos:exactMatch	doid	DOID:0111701	long QT syndrome 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563433	Diabetes Mellitus, Insulin-Dependent, 8	skos:exactMatch	doid	DOID:0110747	type 1 diabetes mellitus 8	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563437	Retinitis Pigmentosa 17	skos:exactMatch	doid	DOID:0110404	retinitis pigmentosa 17	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563443	Neuronopathy, Distal Hereditary Motor, Type V	skos:exactMatch	doid	DOID:0111203	distal hereditary motor neuronopathy type 5	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563448	Orofacial Cleft 3	skos:exactMatch	doid	DOID:0080397	orofacial cleft 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563451	Maturity-Onset Diabetes of the Young, Type 4	skos:exactMatch	doid	DOID:0111103	maturity-onset diabetes of the young type 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563456	Colorectal Cancer, Hereditary Nonpolyposis, Type 5	skos:exactMatch	doid	DOID:0070272	hereditary nonpolyposis colorectal cancer type 5	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563469	Cone-Rod Dystrophy 1	skos:exactMatch	doid	DOID:0111009	cone-rod dystrophy 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563476	Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia	skos:exactMatch	doid	DOID:0050881	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563524	NF1 Microdeletion Syndrome	skos:exactMatch	doid	DOID:0060403	chromosome 17q11.2 deletion syndrome, 1.4Mb	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563526	Retinitis Pigmentosa 27	skos:exactMatch	doid	DOID:0110397	retinitis pigmentosa 27	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563540	Atrial Septal Defect 3	skos:exactMatch	doid	DOID:0110108	atrial heart septal defect 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563557	Facioscapulohumeral Muscular Dystrophy 1B	skos:exactMatch	doid	DOID:0111193	facioscapulohumeral muscular dystrophy 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563561	Neuropathy, Distal Hereditary Motor, Type IIA	skos:exactMatch	doid	DOID:0111208	distal hereditary motor neuronopathy type 2A	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563562	Neuropathy, Distal Hereditary Motor, Type VIIA	skos:exactMatch	doid	DOID:0111201	distal hereditary motor neuronopathy type 7A	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563614	Long Qt Syndrome 2	skos:exactMatch	doid	DOID:0110645	long QT syndrome 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563659	Holoprosencephaly 9	skos:exactMatch	doid	DOID:0110873	holoprosencephaly 9	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563660	Holoprosencephaly 7	skos:exactMatch	doid	DOID:0110876	holoprosencephaly 7	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563666	Congenital Disorder Of Glycosylation, Type Im	skos:exactMatch	doid	DOID:0080565	congenital disorder of glycosylation Im	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563668	Alopecia-Mental Retardation Syndrome 2	skos:exactMatch	doid	DOID:0080629	alopecia-mental retardation syndrome 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563669	Deafness, Autosomal Recessive 68	skos:exactMatch	doid	DOID:0110519	autosomal recessive nonsyndromic deafness 68	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563671	Cone-Rod Dystrophy 11	skos:exactMatch	doid	DOID:0111018	cone-rod dystrophy 11	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563673	Diarrhea 4, Malabsorptive, Congenital	skos:exactMatch	doid	DOID:0060779	congenital malabsorptive diarrhea 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563675	Orofacial Cleft 9	skos:exactMatch	doid	DOID:0080402	orofacial cleft 9	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563676	Retinitis Pigmentosa 33	skos:exactMatch	doid	DOID:0110366	retinitis pigmentosa 33	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563685	Retinitis Pigmentosa 31	skos:exactMatch	doid	DOID:0110391	retinitis pigmentosa 31	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563689	Retinitis Pigmentosa 32	skos:exactMatch	doid	DOID:0110355	retinitis pigmentosa 32	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563705	Deafness, Autosomal Recessive 23	skos:exactMatch	doid	DOID:0110481	autosomal recessive nonsyndromic deafness 23	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563720	Deafness, Autosomal Recessive 48	skos:exactMatch	doid	DOID:0110505	autosomal recessive nonsyndromic deafness 48	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563723	Holoprosencephaly 8	skos:exactMatch	doid	DOID:0110879	holoprosencephaly 8	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563728	Cataract, Congenital Nuclear, Autosomal Recessive 1	skos:exactMatch	doid	DOID:0110261	cataract 35	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563739	Erythrokeratodermia Variabilis 3	skos:exactMatch	doid	DOID:0060483	MEDNIK syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563755	Li-Fraumeni Syndrome 2	skos:exactMatch	doid	DOID:0111504	Li-Fraumeni syndrome 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563757	Charcot-Marie-Tooth Disease, Axonal, Type 2A2	skos:exactMatch	doid	DOID:0110155	Charcot-Marie-Tooth disease type 2A2A	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563775	Myotilinopathy	skos:exactMatch	doid	DOID:0080094	myofibrillar myopathy 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563789	Peripheral Demyelinating Neuropathy, Central Dysmyelination, Waardenburg Syndrome, and Hirschsprung Disease	skos:exactMatch	doid	DOID:0090111	PCWH syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563794	Limb-Girdle Muscular Dystrophy, Type 1G	skos:exactMatch	doid	DOID:0110306	autosomal dominant limb-girdle muscular dystrophy type 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563808	Arrhythmogenic Right Ventricular Dysplasia, Familial, 9	skos:exactMatch	doid	DOID:0110077	arrhythmogenic right ventricular dysplasia 9	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563815	Deafness, Autosomal Recessive 36	skos:exactMatch	doid	DOID:0110494	autosomal recessive nonsyndromic deafness 36	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563822	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell Negative, B Cell Positive, NK Cell Positive	skos:exactMatch	doid	DOID:0090014	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C563843	Orofacial Cleft 5	skos:exactMatch	doid	DOID:0080399	orofacial cleft 5	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563848	Alpha-B Crystallinopathy	skos:exactMatch	doid	DOID:0080093	myofibrillar myopathy 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563854	Muscular Dystrophy, Limb-Girdle, Type 2J	skos:exactMatch	doid	DOID:0110283	autosomal recessive limb-girdle muscular dystrophy type 2J	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563865	Cardiomyopathy, Familial Hypertrophic, 10	skos:exactMatch	doid	DOID:0110316	hypertrophic cardiomyopathy 10	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563866	Cardiomyopathy, Familial Hypertrophic, 8	skos:exactMatch	doid	DOID:0110314	hypertrophic cardiomyopathy 8	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563884	Deafness, Autosomal Recessive 32	skos:exactMatch	doid	DOID:0110491	autosomal recessive nonsyndromic deafness 32	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563885	Deafness, Autosomal Dominant 47	skos:exactMatch	doid	DOID:0110570	autosomal dominant nonsyndromic deafness 47	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563888	Deafness, Autosomal Dominant 31	skos:exactMatch	doid	DOID:0110561	autosomal dominant nonsyndromic deafness 31	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563890	Deafness, Autosomal Dominant 28	skos:exactMatch	doid	DOID:0110557	autosomal dominant nonsyndromic deafness 28	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563908	Deafness, Autosomal Recessive 35	skos:exactMatch	doid	DOID:0110493	autosomal recessive nonsyndromic deafness 35	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563926	Inflammatory Bowel Disease 9	skos:exactMatch	doid	DOID:0110886	inflammatory bowel disease 9	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563957	Diabetes Mellitus, Insulin-Dependent, 7	skos:exactMatch	doid	DOID:0110746	type 1 diabetes mellitus 7	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563958	Diabetes Mellitus, Insulin-Dependent, 5	skos:exactMatch	doid	DOID:0110744	type 1 diabetes mellitus 5	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563959	Diabetes Mellitus, Insulin-Dependent, 4	skos:exactMatch	doid	DOID:0110743	type 1 diabetes mellitus 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563960	Diabetes Mellitus, Insulin-Dependent, 3	skos:exactMatch	doid	DOID:0110742	type 1 diabetes mellitus 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563971	Colorectal Cancer, Hereditary Nonpolyposis, Type 4	skos:exactMatch	doid	DOID:0070275	hereditary nonpolyposis colorectal cancer type 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563991	Retinitis Pigmentosa 11	skos:exactMatch	doid	DOID:0110408	retinitis pigmentosa 11	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563992	Retinitis Pigmentosa 14	skos:exactMatch	doid	DOID:0110381	retinitis pigmentosa 14	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C563999	Retinitis Pigmentosa 12	skos:exactMatch	doid	DOID:0110358	retinitis pigmentosa 12	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564008	Retinitis Pigmentosa 13	skos:exactMatch	doid	DOID:0110403	retinitis pigmentosa 13	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564012	Wolfram Syndrome, Mitochondrial Form	skos:exactMatch	doid	DOID:0080583	Wolfram syndrome, mitochondrial form	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564013	Deafness, Aminoglycoside-Induced	skos:exactMatch	doid	DOID:0111734	aminoglycoside-induced deafness	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564048	Dystonia 3, Torsion, X-Linked	skos:exactMatch	doid	DOID:0090057	X-linked dystonia-parkinsonism	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564065	Retinitis Pigmentosa 6	skos:exactMatch	doid	DOID:0110413	retinitis pigmentosa 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564106	Mental Retardation, X-Linked, Syndromic 12	skos:exactMatch	doid	DOID:0060804	syndromic X-linked intellectual disability 12	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564109	Male Pseudohermaphroditism due to Deficiency of Testicular 17,20-Desmolase	skos:exactMatch	doid	DOID:0111773	46,XY sex reversal 8	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564140	Leber Congenital Amaurosis 11	skos:exactMatch	doid	DOID:0110216	Leber congenital amaurosis 11	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564163	Hyperpigmentation, Familial Progressive	skos:exactMatch	doid	DOID:0111373	familial progressive hyperpigmentation with or without hypopigmentation	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564181	Holoprosencephaly 3	skos:exactMatch	doid	DOID:0110875	holoprosencephaly 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564202	Progressive Familial Heart Block, Type II	skos:exactMatch	doid	DOID:0111075	progressive familial heart block type II	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564206	Achromatopsia 4	skos:exactMatch	doid	DOID:0110010	achromatopsia 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564242	Muscular Dystrophy, Limb-Girdle, Type 1F	skos:exactMatch	doid	DOID:0110304	autosomal dominant limb-girdle muscular dystrophy type 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564245	Platelet Glycoprotein IV Deficiency	skos:exactMatch	doid	DOID:0111046	platelet-type bleeding disorder 10	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564246	Deafness, Autosomal Dominant 43	skos:exactMatch	doid	DOID:0110568	autosomal dominant nonsyndromic deafness 43	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564249	Retinitis Pigmentosa 26	skos:exactMatch	doid	DOID:0110368	retinitis pigmentosa 26	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564250	Deafness, Autosomal Dominant 49	skos:exactMatch	doid	DOID:0110572	autosomal dominant nonsyndromic deafness 49	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564251	Orofacial Cleft 4	skos:exactMatch	doid	DOID:0080398	orofacial cleft 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564256	Charcot-Marie-Tooth Disease, Recessive Intermediate A	skos:exactMatch	doid	DOID:0110201	Charcot-Marie-Tooth disease recessive intermediate A	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564257	Charcot-Marie-Tooth Disease, Dominant Intermediate C	skos:exactMatch	doid	DOID:0110199	Charcot-Marie-Tooth disease dominant intermediate C	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564266	Deafness, Autosomal Recessive 40	skos:exactMatch	doid	DOID:0110499	autosomal recessive nonsyndromic deafness 40	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564272	Deafness, Autosomal Dominant 41	skos:exactMatch	doid	DOID:0110567	autosomal dominant nonsyndromic deafness 41	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564273	Deafness, Autosomal Recessive 38	skos:exactMatch	doid	DOID:0110496	autosomal recessive nonsyndromic deafness 38	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564284	Retinitis Pigmentosa 7	skos:exactMatch	doid	DOID:0110383	retinitis pigmentosa 7	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564300	Amyotrophic Lateral Sclerosis 7	skos:exactMatch	doid	DOID:0060199	amyotrophic lateral sclerosis type 7	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564306	Gaucher Disease, Perinatal Lethal	skos:exactMatch	doid	DOID:0110960	Gaucher's disease perinatal lethal	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564310	Retinitis Pigmentosa 30	skos:exactMatch	doid	DOID:0110406	retinitis pigmentosa 30	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564312	Hypotrichosis, Localized, Autosomal Recessive 1	skos:exactMatch	doid	DOID:0110703	hypotrichosis 6	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564313	Epilepsy, Myoclonic, Benign Adult Familial, Type 2	skos:exactMatch	doid	DOID:0111692	familial adult myoclonic epilepsy 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564322	Deafness, Autosomal Dominant 48	skos:exactMatch	doid	DOID:0110571	autosomal dominant nonsyndromic deafness 48	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564327	Hypotrichosis-Lymphedema-Telangiectasia Syndrome	skos:exactMatch	doid	DOID:0111361	hypotrichosis-lymphedema-telangiectasia syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564331	Deafness, Autosomal Recessive 37	skos:exactMatch	doid	DOID:0110495	autosomal recessive nonsyndromic deafness 37	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564333	Charcot-Marie-Tooth Disease, Dominant Intermediate D	skos:exactMatch	doid	DOID:0110200	Charcot-Marie-Tooth disease dominant intermediate D	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564348	Deafness, Autosomal Dominant 52	skos:exactMatch	doid	DOID:0110578	autosomal dominant nonsyndromic deafness 52	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564362	Neuronopathy, Distal Hereditary Motor, Type Viib	skos:exactMatch	doid	DOID:0111202	distal hereditary motor neuronopathy type 7B	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C564392	Bothnia Retinal Dystrophy	skos:exactMatch	doid	DOID:0050683	Bothnia retinal dystrophy	manually_reviewed	orcid:0000-0003-1307-2508
